X,Y
0.263261E+0010,0.781301E+0009
0.263210E+0010,0.783112E+0009
0.263158E+0010,0.784922E+0009
0.263107E+0010,0.786732E+0009
0.263055E+0010,0.788541E+0009
0.263003E+0010,0.790350E+0009
0.262951E+0010,0.792159E+0009
0.262899E+0010,0.793967E+0009
0.262847E+0010,0.795775E+0009
0.262794E+0010,0.797582E+0009
0.262742E+0010,0.799390E+0009
0.262689E+0010,0.801196E+0009
0.262636E+0010,0.803003E+0009
0.262584E+0010,0.804809E+0009
0.262531E+0010,0.806615E+0009
0.262478E+0010,0.808420E+0009
0.262424E+0010,0.810225E+0009
0.262371E+0010,0.812030E+0009
0.262318E+0010,0.813834E+0009
0.262264E+0010,0.815638E+0009
0.262210E+0010,0.817442E+0009
0.262157E+0010,0.819245E+0009
0.262103E+0010,0.821048E+0009
0.262049E+0010,0.822850E+0009
0.261994E+0010,0.824652E+0009
0.261940E+0010,0.826454E+0009
0.261886E+0010,0.828255E+0009
0.261831E+0010,0.830056E+0009
0.261777E+0010,0.831857E+0009
0.261722E+0010,0.833657E+0009
0.261667E+0010,0.835457E+0009
0.261612E+0010,0.837257E+0009
0.261557E+0010,0.839056E+0009
0.261502E+0010,0.840854E+0009
0.261447E+0010,0.842653E+0009
0.261391E+0010,0.844451E+0009
0.261336E+0010,0.846248E+0009
0.261280E+0010,0.848046E+0009
0.261224E+0010,0.849842E+0009
0.261168E+0010,0.851639E+0009
0.261112E+0010,0.853435E+0009
0.261056E+0010,0.855231E+0009
0.261000E+0010,0.857026E+0009
0.260943E+0010,0.858821E+0009
0.260887E+0010,0.860615E+0009
0.260830E+0010,0.862409E+0009
0.260773E+0010,0.864203E+0009
0.260717E+0010,0.865997E+0009
0.260660E+0010,0.867789E+0009
0.260603E+0010,0.869582E+0009
0.260545E+0010,0.871374E+0009
0.260488E+0010,0.873166E+0009
0.260431E+0010,0.874957E+0009
0.260373E+0010,0.876748E+0009
0.260315E+0010,0.878539E+0009
0.260258E+0010,0.880329E+0009
0.260200E+0010,0.882119E+0009
0.260142E+0010,0.883908E+0009
0.260084E+0010,0.885698E+0009
0.260025E+0010,0.887486E+0009
0.259967E+0010,0.889274E+0009
0.259908E+0010,0.891062E+0009
0.259850E+0010,0.892850E+0009
0.259791E+0010,0.894637E+0009
0.259732E+0010,0.896423E+0009
0.259673E+0010,0.898209E+0009
0.259614E+0010,0.899995E+0009
0.259555E+0010,0.901781E+0009
0.259496E+0010,0.903566E+0009
0.259436E+0010,0.905350E+0009
0.259377E+0010,0.907134E+0009
0.259317E+0010,0.908918E+0009
0.259257E+0010,0.910702E+0009
0.259197E+0010,0.912485E+0009
0.259137E+0010,0.914267E+0009
0.259077E+0010,0.916049E+0009
0.259017E+0010,0.917831E+0009
0.258957E+0010,0.919612E+0009
0.258896E+0010,0.921393E+0009
0.258836E+0010,0.923174E+0009
0.258775E+0010,0.924954E+0009
0.258714E+0010,0.926733E+0009
0.258653E+0010,0.928513E+0009
0.258592E+0010,0.930292E+0009
0.258531E+0010,0.932070E+0009
0.258470E+0010,0.933848E+0009
0.258408E+0010,0.935626E+0009
0.258347E+0010,0.937403E+0009
0.258285E+0010,0.939179E+0009
0.258223E+0010,0.940956E+0009
0.258161E+0010,0.942732E+0009
0.258099E+0010,0.944507E+0009
0.258037E+0010,0.946282E+0009
0.257975E+0010,0.948057E+0009
0.257913E+0010,0.949831E+0009
